"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG000000000034",125164.949894123,-0.24285923168498,0.0546500620982394,-4.44389671961239,8.83440257438936e-06,1.3326089900558e-05
"ENSG00000000005",658.745443087338,-1.55818671947933,0.333852697090165,-4.66728809759622,3.05201247322057e-06,4.68741145143694e-06
"ENSG000000004192",115351.135831084,0.220973057953483,0.0363190543050325,6.08421838568809,1.17060957662002e-09,2.00105975105042e-09
"ENSG000000004573",86945.5070181446,-0.0306423013491315,0.0337558491293637,-0.907762717853726,0.364003599794808,0.4050435300251
"ENSG000000004606",40832.305534859,-0.408183413377869,0.03453458289501,-11.8195553315007,3.09317417659711e-32,8.05667570452264e-32
"ENSG000000009382",50131.5584572861,-0.936967079381843,0.101386830443766,-9.24150676454502,2.43050125852357e-20,5.22620008761169e-20
"ENSG000000009715",302191.667222046,-2.21435007883138,0.0849241098777024,-26.0744573245481,7.10563789851956e-150,7.37801596076437e-149
"ENSG000000010363",220821.100621333,-0.359173509413795,0.0400395647174327,-8.9704648876319,2.95265557015535e-19,6.21547607526395e-19
"ENSG000000010840",145908.533812477,0.434718187335616,0.0519941208911031,8.36091042381683,6.2236088893746e-17,1.25450490165177e-16
"ENSG000000011674",100091.650924431,-0.0500453659522287,0.0415445357617803,-1.2046196938917,0.228350150440303,0.262019869792451
"ENSG000000014607",41591.5027342759,-0.716736415864634,0.0445728711214641,-16.0801042838699,3.51786288991488e-58,1.30261008374643e-57
"ENSG000000014616",149421.046774203,0.0623491963104627,0.0401418671780047,1.55322113029725,0.120370314893171,0.142477249317212
"ENSG000000014976",157687.473953953,0.316282933628166,0.029597613582029,10.6860957810533,1.18244330175414e-26,2.82490653340328e-26
"ENSG00000001561",100774.787413331,0.0415087401186372,0.0501404448735501,0.82784945812345,0.407755761161098,0.449739003380558
"ENSG000000016171",93989.070561127,-1.15749071251411,0.0711413044680267,-16.2703048695758,1.60357368430994e-59,6.03653312744355e-59
"ENSG000000016264",1462495.34404094,1.17506264252953,0.141050047770358,8.3308205924371,8.02839156701529e-17,1.61404897189508e-16
"ENSG00000001629",189579.684298335,-0.0536278985751028,0.0383309239124467,-1.39907659668201,0.161790014918518,0.188969169396686
"ENSG000000016305",286352.915436382,-0.693874196416373,0.0618633888775353,-11.2162332036152,3.39421936877862e-29,8.45339881254078e-29
"ENSG000000016315",149189.298885041,0.813084463640136,0.0334515490530816,24.3063321925666,1.68027250441214e-130,1.43878860402475e-129
"ENSG000000020167",50897.7890318344,1.28716533296082,0.0564917398434371,22.7850184208896,6.45556066279788e-115,4.66790832259144e-114
"ENSG000000023303",139292.296856025,-0.596408406732593,0.051308821621871,-11.6238960061863,3.11595427296315e-31,8.00783943918489e-31
"ENSG000000025492",232476.987358424,-1.22784524917859,0.0494835715722873,-24.8131897145886,6.45978731316232e-136,5.83667905411067e-135
