"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG000000048093",1060.0241302955,-1.79649532241406,0.22701512849053,-7.91354890909396,2.50153499292277e-15,7.69087693776457e-15
"ENSG000000048383",5333.30175535899,1.7276535571187,0.11504516371873,15.0171767441053,5.6670510049078e-51,5.55887348760779e-50
"ENSG000000048466",1638.39605365006,-3.38509522341256,0.337826400983372,-10.0202210767393,1.24224761717381e-23,5.17911300531754e-23
"ENSG00000004848",200.944817145869,-0.29261238631609,0.365035977275486,-0.801598758840314,0.42278509581487,0.48544821953569
"ENSG000000048643",514782.262064139,-0.20836139393365,0.073908808855651,-2.81916861007182,0.00481482191374144,0.00730112073329293
"ENSG000000048669",154398.793087672,-0.257563981946577,0.0570386168223747,-4.51560707982564,6.31356337248028e-06,1.19696744682891e-05
"ENSG000000048669.1",154398.793087672,-0.257563981946577,0.0570386168223747,-4.51560707982564,6.31356337248028e-06,1.19696744682891e-05
"ENSG000000048669.2",154398.793087672,-0.257563981946577,0.0570386168223747,-4.51560707982564,6.31356337248028e-06,1.19696744682891e-05
"ENSG000000048971",153175.042748787,-0.315274007140944,0.038858966137295,-8.11328860441193,4.92678689444619e-16,1.56057846761102e-15
"ENSG000000049393",3054.67440175104,3.56638341874643,0.219697529734713,16.2331521116914,2.93967877233707e-59,3.69987686259409e-58
"ENSG000000049483",479.217599164717,-2.84724969873155,0.322074077425666,-8.84035660829827,9.54135705175759e-19,3.35557472015983e-18
"ENSG000000049614",78823.0541813872,-0.788673748720694,0.0470066934048391,-16.7779031366521,3.54121019122702e-63,4.95484152051759e-62
"ENSG000000049751",79147.6128533557,-0.0746771747967533,0.0618784889983933,-1.20683578422046,0.227495392037694,0.277894666577178
"ENSG00000005001",7468.51851701587,1.02884181590689,0.277637299651337,3.70570459084185,0.000210803885986226,0.000359217322362427
"ENSG000000050072",431624.223873719,-0.0227109741994653,0.0415639711956374,-0.546410113041583,0.584784060015031,0.646416017462412
"ENSG000000050202",69585.4720724166,-1.05540259021279,0.0864068915890033,-12.2143334959073,2.60628596422061e-34,1.55559148283711e-33
"ENSG00000005022",1167542.69412975,-0.809967417149073,0.0613102623587515,-13.2109598946033,7.58509449432227e-40,5.35685732883107e-39
"ENSG000000050595",16224.354335331,-0.791722634463694,0.115143275845126,-6.87597802522664,6.15659909427285e-12,1.62774382182962e-11
"ENSG00000005073",864.895155602919,-2.4440743099184,0.368368011707462,-6.63487119467731,3.24786025088724e-11,8.27140792926346e-11
"ENSG000000050755",192471.909259805,-0.653823237948454,0.0678367747848603,-9.63818282962316,5.51556715662073e-22,2.17393451030923e-21
"ENSG000000051002",72881.9025203248,0.654127553193128,0.0452010220852057,14.471521284631,1.83371126167396e-47,1.63552480316301e-46
"ENSG000000051022",2141.19899217626,-1.54553315546572,0.209838448380711,-7.36534780633555,1.76685598149511e-13,5.02093137935123e-13
"ENSG000000051085",19660.6697165832,-0.577342607307175,0.122080839237764,-4.72918281781095,2.25425329888177e-06,4.40453436296436e-06
